id,hotel_name,country,region,website,instagram_handle,instagram_url,source,gold_list_listings,notes
446,The St. Regis New York,United States,Americas,https://www.marriott.com/en-us/hotels/nycxr-the-st-regis-new-york/overview/,@stregisnewyork,https://www.instagram.com/stregisnewyork,Forbes,,St. Regis (Marriott) property page.
447,"The St. Regis Saadiyat Island Resort, Abu Dhabi",United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/auhxr-the-st-regis-saadiyat-island-resort-abu-dhabi/overview/,@stregissaadiyatisland,https://www.instagram.com/stregissaadiyatisland,"Forbes, Gold List","US 2026, UK 2026",St. Regis (Marriott) property page.
448,The St. Regis San Francisco,United States,Americas,https://www.marriott.com/en-us/hotels/sfoxr-the-st-regis-san-francisco/overview/,@stregissf,https://www.instagram.com/stregissf,Forbes,,St. Regis (Marriott) property page.
449,The St. Regis Toronto,Canada,Americas,https://www.marriott.com/en-us/hotels/yyzxr-the-st-regis-toronto/overview/,@stregistoronto,https://www.instagram.com/stregistoronto,Forbes,,St. Regis (Marriott) property page.
450,The Taj Mahal Palace,India,Asia-Pacific,https://www.tajhotels.com/en-in/hotels/taj-mahal-palace-mumbai,@tajmahalmumbai,https://www.instagram.com/tajmahalmumbai,World's 50 Best,,Property account preferred over group @tajhotels.
451,"The Tokyo EDITION, Toranomon",Japan,Asia-Pacific,https://www.editionhotels.com/tokyo-toranomon/,@toranomonedition,https://www.instagram.com/toranomonedition,World's 50 Best,,Property account (distinct from global @editionhotels).
452,The Umstead Hotel and Spa,United States,Americas,https://www.theumstead.com/,@theumstead,https://www.instagram.com/theumstead,Forbes,,
453,The Upper House,China,Asia-Pacific,https://www.upperhouse.com/en/hongkong/,@upperhouse_hkg,https://www.instagram.com/upperhouse_hkg,World's 50 Best,,From official site footer.
454,The Venice Venice Hotel,Italy,Europe,https://venicevenice.com/,@venicevenicehotel,https://www.instagram.com/venicevenicehotel,Gold List,"US 2026, UK 2026",Official site; property IG confirmed.
455,Tierra Patagonia,Chile,Americas,https://tierrapatagonia.com/,@tierrahotels,https://www.instagram.com/tierrahotels,Gold List,"US 2025, UK 2025",Group account only (Tierra Patagonia + Atacama); no property-specific IG.
456,Trisara,Thailand,Asia-Pacific,https://trisara.com/,@trisararesort,https://www.instagram.com/trisararesort,Gold List,"US 2025, UK 2025",
457,Trump International Hotel & Tower Chicago,United States,Americas,https://www.trumphotels.com/chicago,@trumpchicago,https://www.instagram.com/trumpchicago,Forbes,,
458,Trump International Hotel & Tower New York,United States,Americas,https://www.trumphotels.com/central-park,@trumpnyc,https://www.instagram.com/trumpnyc,Forbes,,
459,Trump Turnberry,United Kingdom,Europe,https://www.trumphotels.com/turnberry,@trumpturnberryscotland,https://www.instagram.com/trumpturnberryscotland,Forbes,,
460,Turtle Inn,Belize,Americas,https://thecoppolahideaways.com/resort/turtle-inn,@turtleinn,https://www.instagram.com/turtleinn,Gold List,"US 2025, UK 2025",Property page on Coppola Hideaways site.
461,Twin Farms,United States,Americas,https://www.twinfarms.com/,@twinfarms,https://www.instagram.com/twinfarms,Forbes,,
462,Uxua Casa Hotel & Spa,Brazil,Americas,https://uxua.com/,@uxua,https://www.instagram.com/uxua,Gold List,US 2026,Official site; property IG @uxua.
463,Velaa Private Island,Maldives,Asia-Pacific,https://www.velaaprivateisland.com/,@velaaprivateisland,https://www.instagram.com/velaaprivateisland,Forbes,,
464,Verina Astra,Greece,Europe,https://verinahotelsifnos.com/accommodation/verina-astra/,@verinasifnos,https://www.instagram.com/verinasifnos,Gold List,"US 2026, UK 2026",Collection account for Verina Hotels Sifnos; no Astra-only account.
465,Waldorf Astoria Amsterdam,Netherlands,Europe,https://www.hilton.com/en/hotels/amswawa-waldorf-astoria-amsterdam/,@waldorfamsterdam,https://www.instagram.com/waldorfamsterdam,Forbes,,Waldorf Astoria (Hilton) property page.
466,Waldorf Astoria Beverly Hills,United States,Americas,https://waldorfastoriabeverlyhills.com/,@waldorfbevhills,https://www.instagram.com/waldorfbevhills,Forbes,,
467,Waldorf Astoria Dubai International Financial Centre,United Arab Emirates,Middle East,https://www.hilton.com/en/hotels/dxbwawa-waldorf-astoria-dubai-international-financial-centre/,@waldorfdifc,https://www.instagram.com/waldorfdifc,Forbes,,Waldorf Astoria (Hilton) property page confirmed (code dxbwawa).
468,Waldorf Astoria Kuwait,Kuwait,Middle East,https://www.hilton.com/en/hotels/kwiwawa-waldorf-astoria-kuwait/,@waldorfastoriakuwait,https://www.instagram.com/waldorfastoriakuwait,Forbes,,Waldorf Astoria (Hilton) property page.
469,Waldorf Astoria Los Cabos Pedregal,Mexico,Americas,https://www.waldorfastorialoscabospedregal.com/,@wapedregal,https://www.instagram.com/wapedregal,Forbes,,
470,Waldorf Astoria Maldives Ithaafushi,Maldives,Asia-Pacific,https://www.waldorfastoriamaldives.com/,@waldorfastoriamaldives,https://www.instagram.com/waldorfastoriamaldives,"Forbes, Gold List","US 2025, UK 2025",
471,Waldorf Astoria Seychelles Platte Island,Seychelles,Africa,https://www.hilton.com/en/hotels/sezpiwa-waldorf-astoria-seychelles-platte-island/,@waldorfastoriaplatteisland,https://www.instagram.com/waldorfastoriaplatteisland,Forbes,,Waldorf Astoria (Hilton) property page.
472,Weekapaug Inn,United States,Americas,https://weekapauginn.com/,@weekapauginn,https://www.instagram.com/weekapauginn,Forbes,,
473,Weissenhaus Private Nature Luxury Resort,Germany,Europe,https://www.weissenhaus.de/en/index.html,@weissenhaus,https://www.instagram.com/weissenhaus,Gold List,"US 2026, UK 2026",
474,"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam",India,Asia-Pacific,https://www.itchotels.com/in/en/welcomhotelpinenpeak-pahalgam,@welcomhotel.pinenpeak_pahalgam,https://www.instagram.com/welcomhotel.pinenpeak_pahalgam,Gold List,"US 2026, UK 2026",Property page on ITC Hotels site.
475,Wequassett Resort and Golf Club,United States,Americas,https://wequassett.com/,@wequassett,https://www.instagram.com/wequassett,Forbes,,
476,Wickaninnish Inn,Canada,Americas,https://www.wickinn.com/,@wickinnbc,https://www.instagram.com/wickinnbc,Gold List,"US 2026, UK 2026",
477,Wilderness Bisate Lodge,Rwanda,Africa,https://www.wildernessdestinations.com/africa/rwanda/volcanoes-national-park/bisate-lodge,@wearewilderness,https://www.instagram.com/wearewilderness,Gold List,"US 2026, UK 2026",Group account across all Wilderness camps; no Bisate-only account.
478,Woodstock Inn & Resort,United States,Americas,https://www.woodstockinn.com/,@woodstock.inn,https://www.instagram.com/woodstock.inn,Gold List,"US 2025, UK 2025",
479,"Wymara Villas, Sunset Cove",Turks & Caicos,Americas,https://www.wymara.com/wymara_villas_and_beach_club,@wymaravillas,https://www.instagram.com/wymaravillas,Forbes,,"Villas-specific account, distinct from resort @wymaraturks."
480,Wynn Las Vegas,United States,Americas,https://www.wynnlasvegas.com/,@wynnlasvegas,https://www.instagram.com/wynnlasvegas,Gold List,"US 2025, UK 2025",Shared Wynn & Encore Las Vegas account.
481,Wynn Macau,China,Asia-Pacific,https://www.wynnresortsmacau.com/en,@wynn.macau,https://www.instagram.com/wynn.macau,Forbes,,
482,Wynn Palace,China,Asia-Pacific,https://www.wynnresortsmacau.com/en/wynn-palace/,@wynn.palace,https://www.instagram.com/wynn.palace,Forbes,,
483,Wynn Tower Suites,United States,Americas,https://www.wynnlasvegas.com/rooms-and-suites/wynn-tower-suites,,,Forbes,,Room product within Wynn Las Vegas; no Tower Suites-specific IG. Left blank.
484,Yacht Club at The Boca Raton,United States,Americas,https://www.thebocaraton.com/suites-rooms/yacht-club/,@thebocaraton,https://www.instagram.com/thebocaraton,Forbes,,Yacht Club is a tower within The Boca Raton; resort account used (consistent with id 19).
485,"Zadún, a Ritz-Carlton Reserve",Mexico,Americas,https://www.ritzcarlton.com/en/hotels/sjdzr-zadun-los-cabos-a-ritz-carlton-reserve/overview/,@zadunreserve,https://www.instagram.com/zadunreserve,Forbes,,Ritz-Carlton Reserve (Marriott) property page.
486,Zannier Hotels Bãi San Hô,Vietnam,Asia-Pacific,https://www.zannierhotels.com/hotels/bai-san-ho/,@zannierbaisanho,https://www.instagram.com/zannierbaisanho,Gold List,"US 2026, UK 2026",Property page on Zannier Hotels site.
487,Zero George,United States,Americas,https://zerogeorge.com/,@zerogeorgest,https://www.instagram.com/zerogeorgest,Gold List,"US 2025, UK 2025",
488,Çırağan Palace Kempinski Istanbul,Turkey,Europe,https://www.kempinski.com/en/ciragan-palace,@cpkempinski,https://www.instagram.com/cpkempinski,Forbes,,region assigned by judgement (transcontinental country)
